"","ZIP.CODE","ENCOD_ZIP.CODE","BOROUGH","ENCOD_BOROUGH","LOT","BLOCK","NEIGHBORHOOD","ENCOD_NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","ENCOD_BUILDING.CLASS.CATEGORY"
"468","11236",5.69897000433602,"Brooklyn",5.85295245877229,1027,8237,"CANARSIE",5.69897000433602,"CONDO",5.88366143515362
"469","11236",5.69897000433602,"Brooklyn",5.85295245877229,315,8235,"CANARSIE",5.69897000433602,"COOP",5.60745502321467
"470","11237",5.87650410751044,"Brooklyn",5.85295245877229,19,3250,"WYCKOFF HEIGHTS",5.97772360528885," ONE FAMILY DWELLINGS                    ",5.69897000433602
"471","11237",5.87650410751044,"Brooklyn",5.85295245877229,12,3400,"WYCKOFF HEIGHTS",5.97772360528885," THREE FAMILY DWELLINGS                  ",5.88930170250631
"472","11237",5.87650410751044,"Brooklyn",5.85295245877229,25,3400,"WYCKOFF HEIGHTS",5.97772360528885," TWO FAMILY DWELLINGS                    ",5.81291335664286
"473","11237",5.87650410751044,"Brooklyn",5.85295245877229,1015,3328,"WYCKOFF HEIGHTS",5.97772360528885,"CONDO",5.88366143515362
"474","11238",5.94448267215017,"Brooklyn",5.85295245877229,6,1137,"PROSPECT HEIGHTS",5.94907636702514," ONE FAMILY DWELLINGS                    ",5.69897000433602
"475","11238",5.94448267215017,"Brooklyn",5.85295245877229,5,2121,"FORT GREENE",5.93321751658955," THREE FAMILY DWELLINGS                  ",5.88930170250631
"476","11238",5.94448267215017,"Brooklyn",5.85295245877229,2,1211,"CROWN HEIGHTS",5.93449845124357," TWO FAMILY DWELLINGS                    ",5.81291335664286
"477","11238",5.94448267215017,"Brooklyn",5.85295245877229,1002,1159,"PROSPECT HEIGHTS",5.94907636702514,"CONDO",5.88366143515362
"478","11238",5.94448267215017,"Brooklyn",5.85295245877229,108,1179,"PROSPECT HEIGHTS",5.94907636702514,"COOP",5.60745502321467
"479","11239",5.62290378548379,"Brooklyn",5.85295245877229,373,4452,"SPRING CREEK",5.62290378548379," ONE FAMILY DWELLINGS                    ",5.69897000433602
"480","11239",5.62290378548379,"Brooklyn",5.85295245877229,1093,8235,"CANARSIE",5.69897000433602,"CONDO",5.88366143515362
"481","11249",6.00674749365966,"Brooklyn",5.85295245877229,137,2335,"WILLIAMSBURG-NORTH",5.9912260756925," ONE FAMILY DWELLINGS                    ",5.69897000433602
"482","11249",6.00674749365966,"Brooklyn",5.85295245877229,32,2335,"WILLIAMSBURG-NORTH",5.9912260756925," THREE FAMILY DWELLINGS                  ",5.88930170250631
"483","11249",6.00674749365966,"Brooklyn",5.85295245877229,9,2365,"WILLIAMSBURG-NORTH",5.9912260756925," TWO FAMILY DWELLINGS                    ",5.81291335664286
"484","11249",6.00674749365966,"Brooklyn",5.85295245877229,1207,2417,"WILLIAMSBURG-SOUTH",6.02904351472761,"CONDO",5.88366143515362
"485","11249",6.00674749365966,"Brooklyn",5.85295245877229,34,2417,"WILLIAMSBURG-SOUTH",6.02904351472761,"COOP",5.60745502321467
"486","11354",5.85233080637224,"Queens",5.68841982200271,47,5275,"FLUSHING-NORTH",5.85295245877229," ONE FAMILY DWELLINGS                    ",5.69897000433602
"487","11354",5.85233080637224,"Queens",5.68841982200271,26,5034,"FLUSHING-NORTH",5.85295245877229," THREE FAMILY DWELLINGS                  ",5.88930170250631
"488","11354",5.85233080637224,"Queens",5.68841982200271,26,5266,"FLUSHING-NORTH",5.85295245877229," TWO FAMILY DWELLINGS                    ",5.81291335664286
"489","11354",5.85233080637224,"Queens",5.68841982200271,8007,5010,"FLUSHING-NORTH",5.85295245877229,"CONDO",5.88366143515362
"490","11354",5.85233080637224,"Queens",5.68841982200271,7,5028,"FLUSHING-NORTH",5.85295245877229,"COOP",5.60745502321467
"491","11355",5.6795754883953,"Queens",5.68841982200271,19,6735,"FLUSHING-NORTH",5.85295245877229," ONE FAMILY DWELLINGS                    ",5.69897000433602
"492","11355",5.6795754883953,"Queens",5.68841982200271,33,6362,"FLUSHING-NORTH",5.85295245877229," THREE FAMILY DWELLINGS                  ",5.88930170250631
"493","11355",5.6795754883953,"Queens",5.68841982200271,52,6423,"FLUSHING-NORTH",5.85295245877229," TWO FAMILY DWELLINGS                    ",5.81291335664286
"494","11355",5.6795754883953,"Queens",5.68841982200271,1002,5186,"FLUSHING-NORTH",5.85295245877229,"CONDO",5.88366143515362
"495","11355",5.6795754883953,"Queens",5.68841982200271,38,5374,"FLUSHING-NORTH",5.85295245877229,"COOP",5.60745502321467
"496","11356",5.84478760787997,"Queens",5.68841982200271,26,4230,"COLLEGE POINT",5.83884909073726," ONE FAMILY DWELLINGS                    ",5.69897000433602
"497","11356",5.84478760787997,"Queens",5.68841982200271,114,4261,"COLLEGE POINT",5.83884909073726," THREE FAMILY DWELLINGS                  ",5.88930170250631
"498","11356",5.84478760787997,"Queens",5.68841982200271,38,4232,"COLLEGE POINT",5.83884909073726," TWO FAMILY DWELLINGS                    ",5.81291335664286
"499","11356",5.84478760787997,"Queens",5.68841982200271,1025,4044,"COLLEGE POINT",5.83884909073726,"CONDO",5.88366143515362
"500","11357",5.57403126772772,"Queens",5.68841982200271,45,5750,"WHITESTONE",5.81622864609236," ONE FAMILY DWELLINGS                    ",5.69897000433602
"501","11357",5.57403126772772,"Queens",5.68841982200271,7,4731,"WHITESTONE",5.81622864609236," THREE FAMILY DWELLINGS                  ",5.88930170250631
"502","11357",5.57403126772772,"Queens",5.68841982200271,39,5732,"WHITESTONE",5.81622864609236," TWO FAMILY DWELLINGS                    ",5.81291335664286
"503","11357",5.57403126772772,"Queens",5.68841982200271,1026,4516,"WHITESTONE",5.81622864609236,"CONDO",5.88366143515362
"504","11357",5.57403126772772,"Queens",5.68841982200271,1,4717,"WHITESTONE",5.81622864609236,"COOP",5.60745502321467
"505","11358",5.91645394854993,"Queens",5.68841982200271,34,5965,"FLUSHING-NORTH",5.85295245877229," ONE FAMILY DWELLINGS                    ",5.69897000433602
"506","11358",5.91645394854993,"Queens",5.68841982200271,28,5603,"FLUSHING-NORTH",5.85295245877229," THREE FAMILY DWELLINGS                  ",5.88930170250631
"507","11358",5.91645394854993,"Queens",5.68841982200271,18,5617,"FLUSHING-NORTH",5.85295245877229," TWO FAMILY DWELLINGS                    ",5.81291335664286
"508","11358",5.91645394854993,"Queens",5.68841982200271,1020,5415,"FLUSHING-NORTH",5.85295245877229,"CONDO",5.88366143515362
"509","11358",5.91645394854993,"Queens",5.68841982200271,33,5301,"FLUSHING-NORTH",5.85295245877229,"COOP",5.60745502321467
"510","11360",5.67098760301003,"Queens",5.68841982200271,32,6055,"BAYSIDE",5.74228456758871," ONE FAMILY DWELLINGS                    ",5.69897000433602
"511","11360",5.67098760301003,"Queens",5.68841982200271,27,6054,"BAYSIDE",5.74228456758871," THREE FAMILY DWELLINGS                  ",5.88930170250631
"512","11360",5.67098760301003,"Queens",5.68841982200271,17,6023,"BAYSIDE",5.74228456758871," TWO FAMILY DWELLINGS                    ",5.81291335664286
"513","11360",5.67098760301003,"Queens",5.68841982200271,2047,5893,"BAYSIDE",5.74228456758871,"CONDO",5.88366143515362
"514","11360",5.67098760301003,"Queens",5.68841982200271,100,5958,"BAYSIDE",5.74228456758871,"COOP",5.60745502321467
"515","11361",5.80617997398389,"Queens",5.68841982200271,58,7350,"BAYSIDE",5.74228456758871," ONE FAMILY DWELLINGS                    ",5.69897000433602
"516","11361",5.80617997398389,"Queens",5.68841982200271,25,7346,"BAYSIDE",5.74228456758871," THREE FAMILY DWELLINGS                  ",5.88930170250631
"517","11361",5.80617997398389,"Queens",5.68841982200271,19,5321,"FLUSHING-NORTH",5.85295245877229," TWO FAMILY DWELLINGS                    ",5.81291335664286
"518","11361",5.80617997398389,"Queens",5.68841982200271,1022,6300,"BAYSIDE",5.74228456758871,"CONDO",5.88366143515362
"519","11361",5.80617997398389,"Queens",5.68841982200271,50,7474,"BAYSIDE",5.74228456758871,"COOP",5.60745502321467
"520","11362",5.44715803134222,"Queens",5.68841982200271,221,8400,"LITTLE NECK",5.43136376415899," ONE FAMILY DWELLINGS                    ",5.69897000433602
"521","11362",5.44715803134222,"Queens",5.68841982200271,44,8204,"DOUGLASTON",5.50851666964939," THREE FAMILY DWELLINGS                  ",5.88930170250631
"522","11362",5.44715803134222,"Queens",5.68841982200271,104,8350,"LITTLE NECK",5.43136376415899," TWO FAMILY DWELLINGS                    ",5.81291335664286
"523","11362",5.44715803134222,"Queens",5.68841982200271,1266,8310,"DOUGLASTON",5.50851666964939,"CONDO",5.88366143515362
"524","11362",5.44715803134222,"Queens",5.68841982200271,147,8263,"LITTLE NECK",5.43136376415899,"COOP",5.60745502321467
"525","11363",5.5910646070265,"Queens",5.68841982200271,4,8159,"LITTLE NECK",5.43136376415899," ONE FAMILY DWELLINGS                    ",5.69897000433602
"526","11363",5.5910646070265,"Queens",5.68841982200271,106,8160,"LITTLE NECK",5.43136376415899," THREE FAMILY DWELLINGS                  ",5.88930170250631
"527","11363",5.5910646070265,"Queens",5.68841982200271,121,8160,"LITTLE NECK",5.43136376415899," TWO FAMILY DWELLINGS                    ",5.81291335664286
"528","11363",5.5910646070265,"Queens",5.68841982200271,1012,8136,"LITTLE NECK",5.43136376415899,"CONDO",5.88366143515362
"529","11363",5.5910646070265,"Queens",5.68841982200271,24,8107,"DOUGLASTON",5.50851666964939,"COOP",5.60745502321467
"530","11364",5.45484486000851,"Queens",5.68841982200271,78,7833,"OAKLAND GARDENS",5.40654018043396," ONE FAMILY DWELLINGS                    ",5.69897000433602
"531","11364",5.45484486000851,"Queens",5.68841982200271,19,7319,"BAYSIDE",5.74228456758871," THREE FAMILY DWELLINGS                  ",5.88930170250631
"532","11364",5.45484486000851,"Queens",5.68841982200271,86,7687,"OAKLAND GARDENS",5.40654018043396," TWO FAMILY DWELLINGS                    ",5.81291335664286
"533","11364",5.45484486000851,"Queens",5.68841982200271,1157,7674,"OAKLAND GARDENS",5.40654018043396,"CONDO",5.88366143515362
"534","11364",5.45484486000851,"Queens",5.68841982200271,60,7761,"OAKLAND GARDENS",5.40654018043396,"COOP",5.60745502321467
"535","11365",5.8662873390842,"Queens",5.68841982200271,50,7150,"FRESH MEADOWS",5.90848501887865," ONE FAMILY DWELLINGS                    ",5.69897000433602
"536","11365",5.8662873390842,"Queens",5.68841982200271,54,6899,"FLUSHING-SOUTH",5.55630250076729," THREE FAMILY DWELLINGS                  ",5.88930170250631
"537","11365",5.8662873390842,"Queens",5.68841982200271,49,7109,"FRESH MEADOWS",5.90848501887865," TWO FAMILY DWELLINGS                    ",5.81291335664286
"538","11365",5.8662873390842,"Queens",5.68841982200271,1204,6801,"FLUSHING-SOUTH",5.55630250076729,"CONDO",5.88366143515362
"539","11365",5.8662873390842,"Queens",5.68841982200271,401,7117,"FRESH MEADOWS",5.90848501887865,"COOP",5.60745502321467
"540","11366",5.89486965674525,"Queens",5.68841982200271,61,7210,"FRESH MEADOWS",5.90848501887865," ONE FAMILY DWELLINGS                    ",5.69897000433602
"541","11366",5.89486965674525,"Queens",5.68841982200271,32,6830,"FLUSHING-SOUTH",5.55630250076729," THREE FAMILY DWELLINGS                  ",5.88930170250631
"542","11366",5.89486965674525,"Queens",5.68841982200271,28,7214,"FRESH MEADOWS",5.90848501887865," TWO FAMILY DWELLINGS                    ",5.81291335664286
"543","11366",5.89486965674525,"Queens",5.68841982200271,1024,6810,"FLUSHING-SOUTH",5.55630250076729,"CONDO",5.88366143515362
"544","11366",5.89486965674525,"Queens",5.68841982200271,11,6852,"FLUSHING-SOUTH",5.55630250076729,"COOP",5.60745502321467
"545","11367",5.44715803134222,"Queens",5.68841982200271,53,6816,"FLUSHING-SOUTH",5.55630250076729," ONE FAMILY DWELLINGS                    ",5.69897000433602
"546","11367",5.44715803134222,"Queens",5.68841982200271,76,6810,"FLUSHING-SOUTH",5.55630250076729," THREE FAMILY DWELLINGS                  ",5.88930170250631
"547","11367",5.44715803134222,"Queens",5.68841982200271,15,6811,"FLUSHING-SOUTH",5.55630250076729," TWO FAMILY DWELLINGS                    ",5.81291335664286
"548","11367",5.44715803134222,"Queens",5.68841982200271,2223,6713,"HILLCREST",5.62581911022411,"CONDO",5.88366143515362
"549","11367",5.44715803134222,"Queens",5.68841982200271,27,6711,"FLUSHING-SOUTH",5.55630250076729,"COOP",5.60745502321467
"550","11368",5.81291335664286,"Queens",5.68841982200271,43,2015,"CORONA",5.81291335664286," ONE FAMILY DWELLINGS                    ",5.69897000433602
"551","11368",5.81291335664286,"Queens",5.68841982200271,63,2009,"CORONA",5.81291335664286," THREE FAMILY DWELLINGS                  ",5.88930170250631
"552","11368",5.81291335664286,"Queens",5.68841982200271,39,1704,"EAST ELMHURST",5.83884909073726," TWO FAMILY DWELLINGS                    ",5.81291335664286
"553","11368",5.81291335664286,"Queens",5.68841982200271,1011,1469,"JACKSON HEIGHTS",5.61278385671974,"CONDO",5.88366143515362
"554","11368",5.81291335664286,"Queens",5.68841982200271,1,1964,"CORONA",5.81291335664286,"COOP",5.60745502321467
"555","11369",5.80482067872116,"Queens",5.68841982200271,1,1417,"JACKSON HEIGHTS",5.61278385671974," ONE FAMILY DWELLINGS                    ",5.69897000433602
"556","11369",5.80482067872116,"Queens",5.68841982200271,50,1399,"JACKSON HEIGHTS",5.61278385671974," THREE FAMILY DWELLINGS                  ",5.88930170250631
"557","11369",5.80482067872116,"Queens",5.68841982200271,60,1417,"JACKSON HEIGHTS",5.61278385671974," TWO FAMILY DWELLINGS                    ",5.81291335664286
"558","11369",5.80482067872116,"Queens",5.68841982200271,1,1421,"JACKSON HEIGHTS",5.61278385671974,"COOP",5.60745502321467
"559","11370",5.86093620871502,"Queens",5.68841982200271,33,1382,"JACKSON HEIGHTS",5.61278385671974," ONE FAMILY DWELLINGS                    ",5.69897000433602
"560","11370",5.86093620871502,"Queens",5.68841982200271,41,1380,"JACKSON HEIGHTS",5.61278385671974," THREE FAMILY DWELLINGS                  ",5.88930170250631
"561","11370",5.86093620871502,"Queens",5.68841982200271,68,1415,"JACKSON HEIGHTS",5.61278385671974," TWO FAMILY DWELLINGS                    ",5.81291335664286
"562","11370",5.86093620871502,"Queens",5.68841982200271,2120,1011,"JACKSON HEIGHTS",5.61278385671974,"CONDO",5.88366143515362
"563","11372",5.55750553565023,"Queens",5.68841982200271,29,1470,"JACKSON HEIGHTS",5.61278385671974," ONE FAMILY DWELLINGS                    ",5.69897000433602
"564","11372",5.55750553565023,"Queens",5.68841982200271,63,1475,"JACKSON HEIGHTS",5.61278385671974," THREE FAMILY DWELLINGS                  ",5.88930170250631
"565","11372",5.55750553565023,"Queens",5.68841982200271,74,1483,"JACKSON HEIGHTS",5.61278385671974," TWO FAMILY DWELLINGS                    ",5.81291335664286
"566","11372",5.55750553565023,"Queens",5.68841982200271,1018,1467,"JACKSON HEIGHTS",5.61278385671974,"CONDO",5.88366143515362
"567","11372",5.55750553565023,"Queens",5.68841982200271,58,1474,"JACKSON HEIGHTS",5.61278385671974,"COOP",5.60745502321467
"568","11373",5.62408605170941,"Queens",5.68841982200271,38,2902,"ELMHURST",5.67746027014888," ONE FAMILY DWELLINGS                    ",5.69897000433602
"569","11373",5.62408605170941,"Queens",5.68841982200271,14,2904,"ELMHURST",5.67746027014888," THREE FAMILY DWELLINGS                  ",5.88930170250631
"570","11373",5.62408605170941,"Queens",5.68841982200271,61,2906,"ELMHURST",5.67746027014888," TWO FAMILY DWELLINGS                    ",5.81291335664286
"571","11373",5.62408605170941,"Queens",5.68841982200271,1035,2885,"MIDDLE VILLAGE",5.86332286012046,"CONDO",5.88366143515362
"572","11373",5.62408605170941,"Queens",5.68841982200271,55,2874,"MIDDLE VILLAGE",5.86332286012046,"COOP",5.60745502321467
"573","11374",5.51587384371168,"Queens",5.68841982200271,64,3158,"REGO PARK",5.51851393987789," ONE FAMILY DWELLINGS                    ",5.69897000433602
"574","11374",5.51587384371168,"Queens",5.68841982200271,7,3166,"REGO PARK",5.51851393987789," THREE FAMILY DWELLINGS                  ",5.88930170250631
"575","11374",5.51587384371168,"Queens",5.68841982200271,11,3165,"REGO PARK",5.51851393987789," TWO FAMILY DWELLINGS                    ",5.81291335664286
"576","11374",5.51587384371168,"Queens",5.68841982200271,1003,2118,"REGO PARK",5.51851393987789,"CONDO",5.88366143515362
"577","11374",5.51587384371168,"Queens",5.68841982200271,36,3168,"REGO PARK",5.51851393987789,"COOP",5.60745502321467
"578","11375",5.56229286445647,"Queens",5.68841982200271,5,3167,"REGO PARK",5.51851393987789," ONE FAMILY DWELLINGS                    ",5.69897000433602
"579","11375",5.56229286445647,"Queens",5.68841982200271,51,3164,"REGO PARK",5.51851393987789," THREE FAMILY DWELLINGS                  ",5.88930170250631
"580","11375",5.56229286445647,"Queens",5.68841982200271,2,3167,"REGO PARK",5.51851393987789," TWO FAMILY DWELLINGS                    ",5.81291335664286
"581","11375",5.56229286445647,"Queens",5.68841982200271,1008,3173,"REGO PARK",5.51851393987789,"CONDO",5.88366143515362
"582","11375",5.56229286445647,"Queens",5.68841982200271,70,3173,"REGO PARK",5.51851393987789,"COOP",5.60745502321467
"583","11377",5.63650341549876,"Queens",5.68841982200271,24,2328,"WOODSIDE",5.58994816631035," ONE FAMILY DWELLINGS                    ",5.69897000433602
"584","11377",5.63650341549876,"Queens",5.68841982200271,46,2328,"WOODSIDE",5.58994816631035," THREE FAMILY DWELLINGS                  ",5.88930170250631
"585","11377",5.63650341549876,"Queens",5.68841982200271,16,2330,"WOODSIDE",5.58994816631035," TWO FAMILY DWELLINGS                    ",5.81291335664286
"586","11377",5.63650341549876,"Queens",5.68841982200271,1051,2324,"WOODSIDE",5.58994816631035,"CONDO",5.88366143515362
"587","11377",5.63650341549876,"Queens",5.68841982200271,1,1340,"WOODSIDE",5.58994816631035,"COOP",5.60745502321467
"588","11378",5.86332286012046,"Queens",5.68841982200271,77,2843,"MIDDLE VILLAGE",5.86332286012046," ONE FAMILY DWELLINGS                    ",5.69897000433602
"589","11378",5.86332286012046,"Queens",5.68841982200271,112,2835,"MIDDLE VILLAGE",5.86332286012046," THREE FAMILY DWELLINGS                  ",5.88930170250631
"590","11378",5.86332286012046,"Queens",5.68841982200271,111,2838,"MIDDLE VILLAGE",5.86332286012046," TWO FAMILY DWELLINGS                    ",5.81291335664286
"591","11378",5.86332286012046,"Queens",5.68841982200271,1003,2820,"MIDDLE VILLAGE",5.86332286012046,"CONDO",5.88366143515362
"592","11378",5.86332286012046,"Queens",5.68841982200271,20,2382,"MASPETH",5.86123057870749,"COOP",5.60745502321467
"593","11379",5.86033800657099,"Queens",5.68841982200271,30,3602,"RIDGEWOOD",5.90308998699194," ONE FAMILY DWELLINGS                    ",5.69897000433602
"594","11379",5.86033800657099,"Queens",5.68841982200271,2,3797,"MIDDLE VILLAGE",5.86332286012046," THREE FAMILY DWELLINGS                  ",5.88930170250631
"595","11379",5.86033800657099,"Queens",5.68841982200271,178,3608,"RIDGEWOOD",5.90308998699194," TWO FAMILY DWELLINGS                    ",5.81291335664286
"596","11379",5.86033800657099,"Queens",5.68841982200271,1066,3057,"MIDDLE VILLAGE",5.86332286012046,"CONDO",5.88366143515362
"597","11379",5.86033800657099,"Queens",5.68841982200271,1,2945,"MIDDLE VILLAGE",5.86332286012046,"COOP",5.60745502321467
"598","11385",5.83758843823551,"Queens",5.68841982200271,41,3633,"RIDGEWOOD",5.90308998699194," ONE FAMILY DWELLINGS                    ",5.69897000433602
"599","11385",5.83758843823551,"Queens",5.68841982200271,14,3551,"RIDGEWOOD",5.90308998699194," THREE FAMILY DWELLINGS                  ",5.88930170250631
"600","11385",5.83758843823551,"Queens",5.68841982200271,20,3635,"RIDGEWOOD",5.90308998699194," TWO FAMILY DWELLINGS                    ",5.81291335664286
"601","11385",5.83758843823551,"Queens",5.68841982200271,1025,3524,"RIDGEWOOD",5.90308998699194,"CONDO",5.88366143515362
"602","11385",5.83758843823551,"Queens",5.68841982200271,97,3880,"GLENDALE",5.79934054945358,"COOP",5.60745502321467
"603","11411",5.65321251377534,"Queens",5.68841982200271,26,12636,"ST. ALBANS",5.62838893005031," ONE FAMILY DWELLINGS                    ",5.69897000433602
"604","11411",5.65321251377534,"Queens",5.68841982200271,29,12663,"ST. ALBANS",5.62838893005031," TWO FAMILY DWELLINGS                    ",5.81291335664286
"605","11412",5.63068199704461,"Queens",5.68841982200271,34,12654,"ST. ALBANS",5.62838893005031," ONE FAMILY DWELLINGS                    ",5.69897000433602
"606","11412",5.63068199704461,"Queens",5.68841982200271,27,12652,"ST. ALBANS",5.62838893005031," THREE FAMILY DWELLINGS                  ",5.88930170250631
"607","11412",5.63068199704461,"Queens",5.68841982200271,42,12657,"ST. ALBANS",5.62838893005031," TWO FAMILY DWELLINGS                    ",5.81291335664286
"608","11413",5.66078961207968,"Queens",5.68841982200271,59,13357,"SPRINGFIELD GARDENS",5.64345267648619," ONE FAMILY DWELLINGS                    ",5.69897000433602
"609","11413",5.66078961207968,"Queens",5.68841982200271,2,13471,"ROSEDALE",5.68124123737559," THREE FAMILY DWELLINGS                  ",5.88930170250631
"610","11413",5.66078961207968,"Queens",5.68841982200271,10,13360,"SPRINGFIELD GARDENS",5.64345267648619," TWO FAMILY DWELLINGS                    ",5.81291335664286
"611","11414",5.5854607295085,"Queens",5.68841982200271,37,11337,"OZONE PARK",5.7160033436348," ONE FAMILY DWELLINGS                    ",5.69897000433602
"612","11414",5.5854607295085,"Queens",5.68841982200271,21,11387,"OZONE PARK",5.7160033436348," THREE FAMILY DWELLINGS                  ",5.88930170250631
"613","11414",5.5854607295085,"Queens",5.68841982200271,20,11387,"OZONE PARK",5.7160033436348," TWO FAMILY DWELLINGS                    ",5.81291335664286
"614","11414",5.5854607295085,"Queens",5.68841982200271,1004,11426,"HOWARD BEACH",5.57403126772772,"CONDO",5.88366143515362
"615","11414",5.5854607295085,"Queens",5.68841982200271,50,11446,"HOWARD BEACH",5.57403126772772,"COOP",5.60745502321467
"616","11415",5.40308998699194,"Queens",5.68841982200271,37,9268,"KEW GARDENS",5.43933269383026," ONE FAMILY DWELLINGS                    ",5.69897000433602
"617","11415",5.40308998699194,"Queens",5.68841982200271,121,9248,"KEW GARDENS",5.43933269383026," THREE FAMILY DWELLINGS                  ",5.88930170250631
"618","11415",5.40308998699194,"Queens",5.68841982200271,111,9270,"KEW GARDENS",5.43933269383026," TWO FAMILY DWELLINGS                    ",5.81291335664286
"619","11415",5.40308998699194,"Queens",5.68841982200271,1005,3360,"KEW GARDENS",5.43933269383026,"CONDO",5.88366143515362
"620","11415",5.40308998699194,"Queens",5.68841982200271,232,9631,"KEW GARDENS",5.43933269383026,"COOP",5.60745502321467
"621","11416",5.7481880270062,"Queens",5.68841982200271,39,9423,"RICHMOND HILL",5.72427586960079," ONE FAMILY DWELLINGS                    ",5.69897000433602
"622","11416",5.7481880270062,"Queens",5.68841982200271,60,9421,"RICHMOND HILL",5.72427586960079," THREE FAMILY DWELLINGS                  ",5.88930170250631
"623","11416",5.7481880270062,"Queens",5.68841982200271,4,9425,"RICHMOND HILL",5.72427586960079," TWO FAMILY DWELLINGS                    ",5.81291335664286
"624","11416",5.7481880270062,"Queens",5.68841982200271,1022,9046,"OZONE PARK",5.7160033436348,"CONDO",5.88366143515362
"625","11417",5.69019608002851,"Queens",5.68841982200271,69,9544,"RICHMOND HILL",5.72427586960079," ONE FAMILY DWELLINGS                    ",5.69897000433602
"626","11417",5.69019608002851,"Queens",5.68841982200271,24,9524,"RICHMOND HILL",5.72427586960079," THREE FAMILY DWELLINGS                  ",5.88930170250631
"627","11417",5.69019608002851,"Queens",5.68841982200271,28,9544,"RICHMOND HILL",5.72427586960079," TWO FAMILY DWELLINGS                    ",5.81291335664286
"628","11417",5.69019608002851,"Queens",5.68841982200271,1081,11556,"OZONE PARK",5.7160033436348,"CONDO",5.88366143515362
"629","11418",5.68124123737559,"Queens",5.68841982200271,22,9352,"RICHMOND HILL",5.72427586960079," ONE FAMILY DWELLINGS                    ",5.69897000433602
"630","11418",5.68124123737559,"Queens",5.68841982200271,46,9362,"RICHMOND HILL",5.72427586960079," THREE FAMILY DWELLINGS                  ",5.88930170250631
"631","11418",5.68124123737559,"Queens",5.68841982200271,12,9306,"WOODHAVEN",5.74036268949424," TWO FAMILY DWELLINGS                    ",5.81291335664286
"632","11418",5.68124123737559,"Queens",5.68841982200271,1080,9177,"WOODHAVEN",5.74036268949424,"CONDO",5.88366143515362
"633","11418",5.68124123737559,"Queens",5.68841982200271,9,9204,"RICHMOND HILL",5.72427586960079,"COOP",5.60745502321467
"634","11419",5.713905286338,"Queens",5.68841982200271,73,9614,"RICHMOND HILL",5.72427586960079," ONE FAMILY DWELLINGS                    ",5.69897000433602
"635","11419",5.713905286338,"Queens",5.68841982200271,33,9550,"RICHMOND HILL",5.72427586960079," THREE FAMILY DWELLINGS                  ",5.88930170250631
"636","11419",5.713905286338,"Queens",5.68841982200271,67,9614,"RICHMOND HILL",5.72427586960079," TWO FAMILY DWELLINGS                    ",5.81291335664286
"637","11420",5.69372694892365,"Queens",5.68841982200271,30,11897,"SOUTH OZONE PARK",5.69328715700566," ONE FAMILY DWELLINGS                    ",5.69897000433602
"638","11420",5.69372694892365,"Queens",5.68841982200271,61,11861,"SOUTH OZONE PARK",5.69328715700566," THREE FAMILY DWELLINGS                  ",5.88930170250631
"639","11420",5.69372694892365,"Queens",5.68841982200271,43,11898,"SOUTH OZONE PARK",5.69328715700566," TWO FAMILY DWELLINGS                    ",5.81291335664286
"640","11420",5.69372694892365,"Queens",5.68841982200271,1005,11599,"SOUTH OZONE PARK",5.69328715700566,"CONDO",5.88366143515362
"641","11421",5.71850168886727,"Queens",5.68841982200271,104,9177,"WOODHAVEN",5.74036268949424," ONE FAMILY DWELLINGS                    ",5.69897000433602
"642","11421",5.71850168886727,"Queens",5.68841982200271,10,8986,"WOODHAVEN",5.74036268949424," THREE FAMILY DWELLINGS                  ",5.88930170250631
"643","11421",5.71850168886727,"Queens",5.68841982200271,67,8994,"WOODHAVEN",5.74036268949424," TWO FAMILY DWELLINGS                    ",5.81291335664286
"644","11421",5.71850168886727,"Queens",5.68841982200271,1048,3907,"GLENDALE",5.79934054945358,"CONDO",5.88366143515362
"645","11421",5.71850168886727,"Queens",5.68841982200271,975,3907,"GLENDALE",5.79934054945358,"COOP",5.60745502321467
"646","11422",5.66393637916712,"Queens",5.68841982200271,21,13736,"ROSEDALE",5.68124123737559," ONE FAMILY DWELLINGS                    ",5.69897000433602
"647","11422",5.66393637916712,"Queens",5.68841982200271,105,13921,"ROSEDALE",5.68124123737559," THREE FAMILY DWELLINGS                  ",5.88930170250631
"648","11422",5.66393637916712,"Queens",5.68841982200271,82,13769,"ROSEDALE",5.68124123737559," TWO FAMILY DWELLINGS                    ",5.81291335664286
"649","11422",5.66393637916712,"Queens",5.68841982200271,1017,13682,"ROSEDALE",5.68124123737559,"CONDO",5.88366143515362
"650","11422",5.66393637916712,"Queens",5.68841982200271,2,12945,"LAURELTON",5.65321251377534,"COOP",5.60745502321467
"651","11423",5.65321251377534,"Queens",5.68841982200271,53,9968,"JAMAICA ESTATES",5.62928724539522," ONE FAMILY DWELLINGS                    ",5.69897000433602
"652","11423",5.65321251377534,"Queens",5.68841982200271,22,10863,"HOLLIS",5.66275783168157," THREE FAMILY DWELLINGS                  ",5.88930170250631
"653","11423",5.65321251377534,"Queens",5.68841982200271,54,10872,"HOLLIS",5.66275783168157," TWO FAMILY DWELLINGS                    ",5.81291335664286
"654","11423",5.65321251377534,"Queens",5.68841982200271,70,10538,"HOLLISWOOD",5.23044892137827,"COOP",5.60745502321467
