"","NEIGHBORHOOD","SALE.DATE","SALE.PRICE","YearMonth"
"2614","HARLEM-CENTRAL",2016-12-27,445500,2016-12-01
"2615","HARLEM-CENTRAL",2017-06-09,775000,2017-06-01
"2616","HARLEM-CENTRAL",2016-10-18,599000,2016-10-01
"2617","HARLEM-CENTRAL",2017-01-26,613018,2017-01-01
"2618","HARLEM-CENTRAL",2017-03-17,775000,2017-03-01
"2619","HARLEM-CENTRAL",2017-04-04,430000,2017-04-01
"2620","HARLEM-CENTRAL",2017-06-01,379000,2017-06-01
"2621","HARLEM-CENTRAL",2017-06-22,425000,2017-06-01
"2622","HARLEM-CENTRAL",2016-11-28,610000,2016-11-01
"2623","HARLEM-CENTRAL",2016-11-17,456000,2016-11-01
"2624","HARLEM-CENTRAL",2017-02-13,635000,2017-02-01
"2625","HARLEM-CENTRAL",2017-06-26,659000,2017-06-01
"2626","HARLEM-CENTRAL",2017-08-28,499000,2017-08-01
"2627","HARLEM-CENTRAL",2017-06-29,621131.999999999,2017-06-01
"2628","HARLEM-CENTRAL",2016-11-14,685000,2016-11-01
"2629","HARLEM-CENTRAL",2016-09-29,705000,2016-09-01
"2630","HARLEM-CENTRAL",2017-04-06,718000,2017-04-01
"2631","HARLEM-CENTRAL",2017-04-05,764999.999999999,2017-04-01
"2632","HARLEM-CENTRAL",2016-12-02,1100000,2016-12-01
"2633","HARLEM-CENTRAL",2016-12-15,1200000,2016-12-01
"2634","HARLEM-CENTRAL",2017-03-20,1692000,2017-03-01
"2635","HARLEM-CENTRAL",2017-08-15,750000,2017-08-01
"2636","HARLEM-CENTRAL",2016-12-28,680000,2016-12-01
"2637","HARLEM-CENTRAL",2017-01-09,680000,2017-01-01
"2638","HARLEM-CENTRAL",2017-07-06,410000,2017-07-01
"2639","HARLEM-CENTRAL",2016-11-01,719999.999999999,2016-11-01
"2640","HARLEM-CENTRAL",2016-09-19,6e+05,2016-09-01
"2641","HARLEM-CENTRAL",2016-11-07,562500,2016-11-01
"2642","HARLEM-CENTRAL",2016-11-17,499000,2016-11-01
"2643","HARLEM-CENTRAL",2017-06-29,450000,2017-06-01
"2644","HARLEM-CENTRAL",2016-09-01,965000,2016-09-01
"2645","HARLEM-CENTRAL",2016-09-29,560000,2016-09-01
"2646","HARLEM-CENTRAL",2017-07-19,440000,2017-07-01
"2647","HARLEM-CENTRAL",2016-10-06,610000,2016-10-01
"2648","HARLEM-CENTRAL",2016-12-08,623000,2016-12-01
"2649","HARLEM-CENTRAL",2017-03-28,675000.000000001,2017-03-01
"2650","HARLEM-CENTRAL",2017-03-29,430000,2017-03-01
"2651","HARLEM-EAST",2017-07-12,1319700,2017-07-01
"2652","HARLEM-EAST",2017-02-27,424797,2017-02-01
"2653","HARLEM-EAST",2017-07-31,1533000,2017-07-01
"2654","HARLEM-EAST",2017-02-06,2e+05,2017-02-01
"2655","HARLEM-EAST",2017-01-04,218000,2017-01-01
"2656","HARLEM-EAST",2017-05-24,3e+05,2017-05-01
"2657","HARLEM-EAST",2017-08-29,218000,2017-08-01
"2658","HARLEM-EAST",2017-05-18,435000,2017-05-01
"2659","HARLEM-EAST",2017-03-08,250000,2017-03-01
"2660","HARLEM-EAST",2017-04-12,162000,2017-04-01
"2661","HARLEM-EAST",2016-12-19,545000,2016-12-01
"2662","HARLEM-EAST",2016-11-08,175000,2016-11-01
"2663","HARLEM-EAST",2017-07-31,280000,2017-07-01
"2664","HARLEM-EAST",2017-07-26,589999.999999999,2017-07-01
"2665","HARLEM-EAST",2016-11-14,277105,2016-11-01
"2666","HARLEM-EAST",2016-09-19,6e+05,2016-09-01
"2667","HARLEM-EAST",2016-10-31,390000,2016-10-01
"2668","HARLEM-EAST",2017-08-24,320000,2017-08-01
"2669","HARLEM-EAST",2017-01-24,497900,2017-01-01
"2670","HARLEM-EAST",2016-09-27,173394,2016-09-01
"2671","HARLEM-EAST",2017-02-13,173394,2017-02-01
"2672","HARLEM-EAST",2016-10-31,173394,2016-10-01
"2673","HARLEM-EAST",2017-02-28,595000,2017-02-01
"2674","HARLEM-EAST",2016-09-02,545000,2016-09-01
"2675","HARLEM-EAST",2017-03-20,675000.000000001,2017-03-01
"2676","HARLEM-EAST",2016-11-28,7e+05,2016-11-01
"2677","HARLEM-EAST",2017-01-31,710000,2017-01-01
"2678","HARLEM-EAST",2016-10-25,725000.000000001,2016-10-01
"2679","HARLEM-EAST",2017-05-17,550000,2017-05-01
"2680","HARLEM-EAST",2017-03-31,589999.999999999,2017-03-01
"2681","HARLEM-EAST",2016-09-27,737000,2016-09-01
"2682","HARLEM-EAST",2016-10-17,595383,2016-10-01
"2683","HARLEM-EAST",2017-05-16,580000,2017-05-01
"2684","HARLEM-EAST",2017-03-27,760000,2017-03-01
"2685","HARLEM-EAST",2017-03-29,570220,2017-03-01
"2686","HARLEM-EAST",2016-09-29,738230.999999999,2016-09-01
"2687","HARLEM-EAST",2016-12-15,550875,2016-12-01
"2688","HARLEM-EAST",2016-09-01,722957,2016-09-01
"2689","HARLEM-EAST",2016-09-20,750000,2016-09-01
"2690","HARLEM-EAST",2017-04-20,595000,2017-04-01
"2691","HARLEM-EAST",2016-09-06,785000,2016-09-01
"2692","HARLEM-EAST",2017-01-06,755000,2017-01-01
"2693","HARLEM-EAST",2016-10-13,760000,2016-10-01
"2694","HARLEM-EAST",2017-01-17,585292,2017-01-01
"2695","HARLEM-EAST",2017-02-07,790000.000000001,2017-02-01
"2696","HARLEM-EAST",2017-02-15,792163,2017-02-01
"2697","HARLEM-EAST",2017-04-19,6e+05,2017-04-01
"2698","HARLEM-EAST",2016-09-15,799000,2016-09-01
"2699","HARLEM-EAST",2017-03-29,785000,2017-03-01
"2700","HARLEM-EAST",2016-12-07,775000,2016-12-01
"2701","HARLEM-EAST",2016-12-08,615000,2016-12-01
"2702","HARLEM-EAST",2017-03-24,595000,2017-03-01
"2703","HARLEM-EAST",2017-05-09,595000,2017-05-01
"2704","HARLEM-EAST",2017-03-13,577000,2017-03-01
"2705","HARLEM-EAST",2017-02-08,605000,2017-02-01
"2706","HARLEM-EAST",2016-10-21,641497,2016-10-01
"2707","HARLEM-EAST",2016-10-11,630000.000000001,2016-10-01
"2708","HARLEM-EAST",2017-01-25,638000,2017-01-01
"2709","HARLEM-EAST",2016-11-30,705000,2016-11-01
"2710","HARLEM-EAST",2017-06-07,1272812,2017-06-01
"2711","HARLEM-EAST",2017-04-24,1050000,2017-04-01
"2712","HARLEM-EAST",2016-09-22,610000,2016-09-01
"2713","HARLEM-EAST",2017-02-10,801362,2017-02-01
"2714","HARLEM-EAST",2016-12-22,958650.000000001,2016-12-01
"2715","HARLEM-EAST",2016-11-21,850000,2016-11-01
"2716","HARLEM-EAST",2017-05-19,685000,2017-05-01
"2717","HARLEM-EAST",2016-09-30,645000,2016-09-01
"2718","HARLEM-EAST",2016-11-03,1020000,2016-11-01
"2719","HARLEM-EAST",2016-10-05,534233,2016-10-01
"2720","HARLEM-EAST",2017-08-04,645000,2017-08-01
"2721","HARLEM-EAST",2017-06-16,975000,2017-06-01
"2722","HARLEM-EAST",2017-06-30,1360000,2017-06-01
"2723","HARLEM-EAST",2017-04-26,405528,2017-04-01
"2724","HARLEM-EAST",2016-11-18,295000,2016-11-01
"2725","HARLEM-EAST",2016-10-14,1050000,2016-10-01
"2726","HARLEM-EAST",2016-12-09,1070000,2016-12-01
"2727","HARLEM-EAST",2016-12-28,570000,2016-12-01
"2728","HARLEM-EAST",2017-05-05,445000,2017-05-01
"2729","HARLEM-EAST",2017-07-31,621000,2017-07-01
"2730","HARLEM-EAST",2017-06-28,772000,2017-06-01
"2731","HARLEM-EAST",2016-12-27,622500,2016-12-01
"2732","HARLEM-EAST",2017-05-26,669999.999999999,2017-05-01
"2733","HARLEM-EAST",2016-10-14,647500,2016-10-01
"2734","HARLEM-EAST",2016-12-29,830000,2016-12-01
"2735","HARLEM-EAST",2017-08-14,695000,2017-08-01
"2736","HARLEM-EAST",2017-08-22,863000,2017-08-01
"2737","HARLEM-EAST",2017-07-25,615000,2017-07-01
"2738","HARLEM-EAST",2017-06-28,821000,2017-06-01
"2739","HARLEM-EAST",2017-06-28,869999.999999999,2017-06-01
"2740","HARLEM-EAST",2017-07-12,610000,2017-07-01
"2741","HARLEM-EAST",2016-09-29,980000.000000001,2016-09-01
"2742","HARLEM-EAST",2016-09-12,875000,2016-09-01
"2743","HARLEM-EAST",2016-09-27,928395,2016-09-01
"2744","HARLEM-EAST",2016-12-23,560037,2016-12-01
"2745","HARLEM-EAST",2016-09-16,1075000,2016-09-01
"2746","HARLEM-EAST",2016-09-16,545000,2016-09-01
"2747","HARLEM-EAST",2017-08-10,851500.000000001,2017-08-01
"2748","HARLEM-EAST",2017-08-07,1750000,2017-08-01
"2749","HARLEM-EAST",2017-03-24,440000,2017-03-01
"2750","HARLEM-EAST",2017-06-22,1100000,2017-06-01
"2751","HARLEM-EAST",2017-03-21,484463,2017-03-01
"2752","HARLEM-EAST",2017-03-30,750000,2017-03-01
"2753","HARLEM-EAST",2017-04-27,455000,2017-04-01
"2754","HARLEM-EAST",2017-05-01,770000.000000001,2017-05-01
"2755","HARLEM-EAST",2016-09-01,789000.000000001,2016-09-01
"2756","HARLEM-EAST",2017-08-02,950000,2017-08-01
"2757","HARLEM-EAST",2017-07-18,895000,2017-07-01
"2758","HARLEM-EAST",2017-08-28,621000,2017-08-01
"2759","HARLEM-EAST",2017-08-14,410000,2017-08-01
"2760","HARLEM-EAST",2017-05-23,690000.000000001,2017-05-01
"2761","HARLEM-EAST",2017-06-07,697000,2017-06-01
"2762","HARLEM-EAST",2016-09-26,1187500,2016-09-01
"2763","HARLEM-EAST",2017-02-15,1255000,2017-02-01
"2764","HARLEM-EAST",2017-05-25,878000.000000001,2017-05-01
"2765","HARLEM-EAST",2017-07-13,1160000,2017-07-01
"2766","HARLEM-EAST",2017-08-28,1700000,2017-08-01
"2767","HARLEM-EAST",2016-10-14,725000.000000001,2016-10-01
"2768","HARLEM-EAST",2016-11-30,1250000,2016-11-01
"2769","HARLEM-EAST",2017-01-05,1450000,2017-01-01
"2770","HARLEM-EAST",2017-01-31,957500,2017-01-01
"2771","HARLEM-EAST",2017-01-19,869999.999999999,2017-01-01
"2772","HARLEM-EAST",2017-04-03,790000.000000001,2017-04-01
"2773","HARLEM-EAST",2017-05-30,1075000,2017-05-01
"2774","HARLEM-EAST",2017-05-24,1500000,2017-05-01
"2775","HARLEM-EAST",2017-07-12,1075000,2017-07-01
"2776","HARLEM-EAST",2017-07-10,915999.999999999,2017-07-01
"2777","HARLEM-EAST",2017-07-11,1045000,2017-07-01
"2778","HARLEM-EAST",2017-08-14,1185000,2017-08-01
"2779","HARLEM-EAST",2017-08-16,1275000,2017-08-01
"2780","HARLEM-UPPER",2016-12-09,950000,2016-12-01
"2781","HARLEM-UPPER",2016-09-23,1150000,2016-09-01
"2782","HARLEM-UPPER",2017-06-22,1700000,2017-06-01
"2783","HARLEM-UPPER",2017-05-01,1700000,2017-05-01
"2784","HARLEM-UPPER",2016-10-05,1475000,2016-10-01
"2785","HARLEM-UPPER",2016-09-28,265000,2016-09-01
"2786","HARLEM-UPPER",2017-01-06,420000,2017-01-01
"2787","HARLEM-UPPER",2017-02-06,475000,2017-02-01
"2788","HARLEM-UPPER",2017-05-22,190000,2017-05-01
"2789","HARLEM-UPPER",2016-12-01,185000,2016-12-01
"2790","HARLEM-UPPER",2016-12-20,150000,2016-12-01
"2791","HARLEM-UPPER",2017-06-30,150000,2017-06-01
"2792","HARLEM-UPPER",2017-05-15,2e+05,2017-05-01
"2793","HARLEM-UPPER",2016-10-17,330000,2016-10-01
"2794","HARLEM-UPPER",2016-11-08,360000,2016-11-01
"2795","HARLEM-UPPER",2017-03-20,280000,2017-03-01
"2796","HARLEM-UPPER",2016-11-10,360000,2016-11-01
"2797","HARLEM-UPPER",2017-06-01,989999.999999999,2017-06-01
"2798","HARLEM-UPPER",2017-06-01,850000,2017-06-01
"2799","HARLEM-UPPER",2017-04-12,965000,2017-04-01
"2800","HARLEM-UPPER",2017-04-21,225000,2017-04-01
"2801","HARLEM-UPPER",2017-03-29,440000,2017-03-01
"2802","HARLEM-UPPER",2017-02-07,330000,2017-02-01
"2803","HARLEM-UPPER",2017-03-30,243000,2017-03-01
"2804","HARLEM-UPPER",2017-03-24,325000,2017-03-01
"2805","HARLEM-UPPER",2017-03-31,3e+05,2017-03-01
"2806","HARLEM-UPPER",2017-03-31,310000,2017-03-01
"2807","HARLEM-UPPER",2017-04-24,390000,2017-04-01
"2808","HARLEM-UPPER",2017-08-01,350000,2017-08-01
"2809","HARLEM-UPPER",2016-11-16,340000,2016-11-01
"2810","HARLEM-UPPER",2017-08-21,777999.999999999,2017-08-01
"2811","HARLEM-UPPER",2016-10-06,675000.000000001,2016-10-01
"2812","HARLEM-UPPER",2017-08-22,415000,2017-08-01
"2813","HARLEM-UPPER",2016-11-01,405000,2016-11-01
"2814","HARLEM-UPPER",2017-07-28,564250,2017-07-01
"2815","HARLEM-UPPER",2016-11-01,484000,2016-11-01
"2816","HARLEM-UPPER",2016-12-19,481650,2016-12-01
"2817","HARLEM-UPPER",2017-02-08,575000,2017-02-01
"2818","HARLEM-UPPER",2017-05-23,967336.999999999,2017-05-01
"2819","HARLEM-UPPER",2017-02-16,764999.999999999,2017-02-01
"2820","HARLEM-UPPER",2017-01-18,818999.999999999,2017-01-01
"2821","HARLEM-UPPER",2017-06-15,879000,2017-06-01
"2822","HARLEM-UPPER",2017-06-21,869999.999999999,2017-06-01
"2823","HARLEM-UPPER",2017-07-14,357225,2017-07-01
"2824","HARLEM-UPPER",2017-05-31,453150,2017-05-01
"2825","HARLEM-UPPER",2017-06-29,480000,2017-06-01
"2826","HARLEM-UPPER",2017-06-26,390000,2017-06-01
"2827","HARLEM-UPPER",2016-09-16,665000,2016-09-01
"2828","HARLEM-UPPER",2017-06-28,517000,2017-06-01
"2829","HARLEM-UPPER",2017-01-31,550000,2017-01-01
"2830","HARLEM-WEST",2016-12-21,1512500,2016-12-01
"2831","HARLEM-WEST",2016-10-17,204000,2016-10-01
"2832","HARLEM-WEST",2017-04-05,223000,2017-04-01
"2833","HARLEM-WEST",2017-07-28,285000,2017-07-01
"2834","HARLEM-WEST",2016-12-13,340000,2016-12-01
"2835","HARLEM-WEST",2017-06-05,280000,2017-06-01
"2836","HARLEM-WEST",2017-06-24,175000,2017-06-01
"2837","HARLEM-WEST",2017-04-06,260000,2017-04-01
"2838","HARLEM-WEST",2017-02-27,235000,2017-02-01
"2839","HARLEM-WEST",2016-10-31,3e+05,2016-10-01
"2840","HARLEM-WEST",2017-05-17,565000,2017-05-01
"2841","HARLEM-WEST",2017-06-02,619999.999999999,2017-06-01
"2842","HARLEM-WEST",2016-09-19,401000,2016-09-01
"2843","HARLEM-WEST",2017-03-30,578000.000000001,2017-03-01
"2844","HARLEM-WEST",2017-06-14,630000.000000001,2017-06-01
"2845","HARLEM-WEST",2017-06-28,450000,2017-06-01
"2846","HARLEM-WEST",2017-03-15,180000,2017-03-01
"2847","HARLEM-WEST",2017-08-11,910000.000000001,2017-08-01
"2848","HARLEM-WEST",2017-02-08,835000,2017-02-01
"2849","HARLEM-WEST",2017-06-19,840000.000000001,2017-06-01
"2850","INWOOD",2017-08-18,635000,2017-08-01
"2851","INWOOD",2016-11-02,307242,2016-11-01
"2852","INWOOD",2017-07-07,530000,2017-07-01
"2853","INWOOD",2017-06-15,175000,2017-06-01
"2854","INWOOD",2016-12-06,275000,2016-12-01
"2855","INWOOD",2016-12-09,323000,2016-12-01
"2856","INWOOD",2016-12-23,210000,2016-12-01
"2857","INWOOD",2017-01-10,779000,2017-01-01
"2858","INWOOD",2017-03-03,220000,2017-03-01
"2859","INWOOD",2017-05-22,355000,2017-05-01
"2860","INWOOD",2017-08-18,567000,2017-08-01
"2861","INWOOD",2017-08-28,375000,2017-08-01
"2862","INWOOD",2016-09-01,470000,2016-09-01
"2863","INWOOD",2017-06-06,580000,2017-06-01
"2864","INWOOD",2017-07-10,731000,2017-07-01
"2865","INWOOD",2017-08-08,560000,2017-08-01
"2866","INWOOD",2016-11-22,350000,2016-11-01
"2867","INWOOD",2016-12-19,1050000,2016-12-01
"2868","INWOOD",2017-04-25,530000,2017-04-01
"2869","INWOOD",2017-07-24,359000,2017-07-01
"2870","INWOOD",2016-10-19,510000,2016-10-01
"2871","INWOOD",2017-01-18,499000,2017-01-01
"2872","INWOOD",2017-01-30,520000,2017-01-01
"2873","INWOOD",2017-08-10,380000,2017-08-01
"2874","INWOOD",2016-11-22,530000,2016-11-01
"2875","INWOOD",2016-12-29,389000,2016-12-01
"2876","INWOOD",2016-09-22,380000,2016-09-01
"2877","INWOOD",2017-04-04,315000,2017-04-01
"2878","INWOOD",2017-02-27,182500,2017-02-01
"2879","INWOOD",2016-09-14,390000,2016-09-01
"2880","INWOOD",2016-10-18,395000,2016-10-01
"2881","INWOOD",2017-05-23,4e+05,2017-05-01
"2882","INWOOD",2017-06-02,410000,2017-06-01
"2883","INWOOD",2017-08-25,375000,2017-08-01
"2884","INWOOD",2016-09-08,240000,2016-09-01
"2885","INWOOD",2016-12-01,233000,2016-12-01
"2886","INWOOD",2017-05-09,330000,2017-05-01
"2887","INWOOD",2017-06-27,335000,2017-06-01
"2888","INWOOD",2017-04-13,227000,2017-04-01
"2889","INWOOD",2017-04-18,490000,2017-04-01
"2890","INWOOD",2016-09-01,850000,2016-09-01
"2891","INWOOD",2017-01-17,580000,2017-01-01
"2892","INWOOD",2017-06-20,8e+05,2017-06-01
"2893","INWOOD",2016-12-21,365000,2016-12-01
"2894","INWOOD",2017-03-31,440000,2017-03-01
"2895","INWOOD",2016-09-16,325000,2016-09-01
"2896","INWOOD",2017-01-04,265000,2017-01-01
"2897","INWOOD",2017-08-09,367000,2017-08-01
"2898","INWOOD",2017-08-10,715499.999999999,2017-08-01
"2899","INWOOD",2016-09-08,329000,2016-09-01
"2900","INWOOD",2016-09-23,389000,2016-09-01
"2901","INWOOD",2016-11-10,351500,2016-11-01
"2902","INWOOD",2017-01-03,343000,2017-01-01
"2903","INWOOD",2016-11-04,760000,2016-11-01
"2904","INWOOD",2017-05-26,465000,2017-05-01
"2905","INWOOD",2016-12-28,376441,2016-12-01
"2906","INWOOD",2017-01-05,725000.000000001,2017-01-01
"2907","INWOOD",2016-09-19,545772.999999999,2016-09-01
"2908","INWOOD",2017-05-05,465000,2017-05-01
"2909","INWOOD",2016-11-07,264000,2016-11-01
"2910","INWOOD",2016-11-28,560000,2016-11-01
"2911","INWOOD",2017-03-29,220000,2017-03-01
"2912","INWOOD",2017-04-17,215000,2017-04-01
"2913","INWOOD",2017-05-25,448875,2017-05-01
"2914","INWOOD",2016-12-07,416321,2016-12-01
"2915","INWOOD",2017-04-27,325000,2017-04-01
"2916","INWOOD",2017-07-27,250000,2017-07-01
"2917","INWOOD",2017-04-05,450000,2017-04-01
"2918","INWOOD",2017-08-15,350000,2017-08-01
"2919","INWOOD",2017-04-24,267500,2017-04-01
"2920","INWOOD",2016-10-06,475000,2016-10-01
"2921","INWOOD",2016-11-29,485000,2016-11-01
"2922","INWOOD",2016-12-01,314000,2016-12-01
"2923","INWOOD",2017-06-28,385000,2017-06-01
"2924","INWOOD",2016-12-02,471510,2016-12-01
"2925","JAVITS CENTER",2016-11-22,830000,2016-11-01
"2926","JAVITS CENTER",2017-05-16,760000,2017-05-01
"2927","JAVITS CENTER",2017-08-10,950000,2017-08-01
"2928","JAVITS CENTER",2016-09-19,405000,2016-09-01
"2929","JAVITS CENTER",2017-03-02,638999.999999999,2017-03-01
"2930","JAVITS CENTER",2017-05-19,465000,2017-05-01
"2931","JAVITS CENTER",2017-05-24,905000,2017-05-01
"2932","JAVITS CENTER",2017-05-15,699000,2017-05-01
"2933","JAVITS CENTER",2017-06-23,645000,2017-06-01
"2934","JAVITS CENTER",2017-08-23,436000,2017-08-01
"2935","JAVITS CENTER",2016-09-13,315000,2016-09-01
"2936","JAVITS CENTER",2016-10-31,370000,2016-10-01
"2937","JAVITS CENTER",2017-04-19,640000,2017-04-01
"2938","JAVITS CENTER",2017-06-05,710000,2017-06-01
"2939","JAVITS CENTER",2017-06-14,345000,2017-06-01
"2940","JAVITS CENTER",2017-08-10,1400000,2017-08-01
"2941","JAVITS CENTER",2017-03-16,1865000,2017-03-01
"2942","KIPS BAY",2016-10-28,790000.000000001,2016-10-01
"2943","KIPS BAY",2016-12-13,555000,2016-12-01
"2944","KIPS BAY",2017-02-16,707500,2017-02-01
"2945","KIPS BAY",2017-04-12,515000,2017-04-01
"2946","KIPS BAY",2017-03-30,595000,2017-03-01
"2947","KIPS BAY",2017-05-09,889999.999999999,2017-05-01
"2948","KIPS BAY",2017-05-30,560000,2017-05-01
"2949","KIPS BAY",2017-07-07,925000,2017-07-01
"2950","KIPS BAY",2017-07-13,626000,2017-07-01
"2951","KIPS BAY",2017-08-01,1700000,2017-08-01
"2952","KIPS BAY",2017-04-19,895000,2017-04-01
"2953","KIPS BAY",2017-03-01,607250,2017-03-01
"2954","KIPS BAY",2017-07-25,395000,2017-07-01
"2955","KIPS BAY",2016-12-12,929999.999999999,2016-12-01
"2956","KIPS BAY",2017-01-11,580000,2017-01-01
"2957","KIPS BAY",2017-03-10,615000,2017-03-01
"2958","KIPS BAY",2017-04-18,1550000,2017-04-01
"2959","KIPS BAY",2017-06-14,550000,2017-06-01
"2960","KIPS BAY",2017-05-16,562000,2017-05-01
"2961","KIPS BAY",2017-06-26,6e+05,2017-06-01
"2962","KIPS BAY",2017-06-28,805000,2017-06-01
"2963","KIPS BAY",2017-06-26,1110000,2017-06-01
"2964","KIPS BAY",2017-07-25,1575000,2017-07-01
"2965","KIPS BAY",2017-07-17,708999.999999999,2017-07-01
"2966","KIPS BAY",2017-08-17,764999.999999999,2017-08-01
"2967","KIPS BAY",2016-12-12,415000,2016-12-01
"2968","KIPS BAY",2016-12-12,415000,2016-12-01
"2969","KIPS BAY",2017-05-04,520000,2017-05-01
"2970","KIPS BAY",2017-01-09,770000.000000001,2017-01-01
"2971","KIPS BAY",2017-06-05,686700,2017-06-01
"2972","KIPS BAY",2016-10-26,1245000,2016-10-01
"2973","KIPS BAY",2017-06-23,1860000,2017-06-01
"2974","KIPS BAY",2016-12-09,994999.999999999,2016-12-01
"2975","KIPS BAY",2017-08-04,948000,2017-08-01
"2976","KIPS BAY",2017-06-02,1650000,2017-06-01
"2977","KIPS BAY",2017-07-07,969000.000000001,2017-07-01
"2978","KIPS BAY",2017-08-11,750000,2017-08-01
"2979","KIPS BAY",2017-07-05,1750000,2017-07-01
"2980","KIPS BAY",2016-10-12,730000,2016-10-01
"2981","KIPS BAY",2017-03-16,1450000,2017-03-01
"2982","KIPS BAY",2016-12-14,1395000,2016-12-01
"2983","KIPS BAY",2016-10-04,1310000,2016-10-01
"2984","KIPS BAY",2017-08-11,1082500,2017-08-01
"2985","KIPS BAY",2017-05-26,898810.000000001,2017-05-01
"2986","KIPS BAY",2017-05-19,1112787,2017-05-01
"2987","KIPS BAY",2017-06-28,980065,2017-06-01
"2988","KIPS BAY",2017-06-30,1030000,2017-06-01
"2989","KIPS BAY",2017-05-17,954812.999999999,2017-05-01
"2990","KIPS BAY",2017-06-06,994168.000000001,2017-06-01
"2991","KIPS BAY",2017-05-30,977519.999999999,2017-05-01
"2992","KIPS BAY",2017-06-29,1008271,2017-06-01
"2993","KIPS BAY",2017-06-20,1046456,2017-06-01
"2994","KIPS BAY",2017-07-10,988941.999999999,2017-07-01
"2995","KIPS BAY",2017-06-07,1163555,2017-06-01
"2996","KIPS BAY",2017-07-14,981601,2017-07-01
"2997","KIPS BAY",2017-06-21,1023350,2017-06-01
"2998","KIPS BAY",2017-05-15,1163243,2017-05-01
"2999","KIPS BAY",2017-06-23,1015908,2017-06-01
"3000","KIPS BAY",2017-06-15,1120000,2017-06-01
"3001","KIPS BAY",2017-08-31,1274544,2017-08-01
"3002","KIPS BAY",2017-05-31,1059184,2017-05-01
"3003","KIPS BAY",2017-08-24,1112787,2017-08-01
"3004","KIPS BAY",2017-07-20,1151777,2017-07-01
"3005","KIPS BAY",2017-06-14,1181170,2017-06-01
"3006","KIPS BAY",2017-06-22,1060956,2017-06-01
"3007","KIPS BAY",2017-08-29,1170000,2017-08-01
"3008","KIPS BAY",2017-07-31,1071912,2017-07-01
"3009","KIPS BAY",2017-06-23,1270000,2017-06-01
"3010","KIPS BAY",2017-05-15,1055366,2017-05-01
"3011","KIPS BAY",2017-08-17,1200000,2017-08-01
"3012","KIPS BAY",2017-08-17,1199193,2017-08-01
"3013","KIPS BAY",2017-05-05,1224650,2017-05-01
"3014","KIPS BAY",2017-08-02,1143190,2017-08-01
"3015","KIPS BAY",2017-08-15,1245015,2017-08-01
"3016","KIPS BAY",2017-07-06,1110096,2017-07-01
"3017","KIPS BAY",2017-07-19,1259110,2017-07-01
"3018","KIPS BAY",2017-07-18,1151777,2017-07-01
"3019","KIPS BAY",2017-06-01,1265380,2017-06-01
"3020","KIPS BAY",2017-06-02,1321111,2017-06-01
"3021","KIPS BAY",2017-06-09,1313704,2017-06-01
"3022","KIPS BAY",2017-06-15,1194102,2017-06-01
"3023","KIPS BAY",2017-06-30,650000,2017-06-01
"3024","KIPS BAY",2017-03-29,549000.000000001,2017-03-01
"3025","KIPS BAY",2017-01-19,835000,2017-01-01
"3026","KIPS BAY",2017-04-27,4e+05,2017-04-01
"3027","KIPS BAY",2016-11-30,825000.000000001,2016-11-01
"3028","KIPS BAY",2017-01-13,875000,2017-01-01
"3029","KIPS BAY",2017-03-30,835000,2017-03-01
"3030","KIPS BAY",2016-10-06,1450000,2016-10-01
"3031","KIPS BAY",2017-02-01,602000,2017-02-01
"3032","KIPS BAY",2017-04-20,571000,2017-04-01
"3033","KIPS BAY",2017-08-02,550000,2017-08-01
"3034","KIPS BAY",2017-02-21,540000,2017-02-01
"3035","KIPS BAY",2017-05-22,866000,2017-05-01
"3036","KIPS BAY",2017-01-18,935000.000000001,2017-01-01
"3037","KIPS BAY",2016-09-26,460000,2016-09-01
"3038","KIPS BAY",2017-05-12,875000,2017-05-01
"3039","KIPS BAY",2016-09-29,1525000,2016-09-01
"3040","KIPS BAY",2017-01-27,864999.999999999,2017-01-01
"3041","KIPS BAY",2016-09-20,1450000,2016-09-01
"3042","KIPS BAY",2017-06-09,999999,2017-06-01
"3043","KIPS BAY",2017-01-12,325000,2017-01-01
"3044","KIPS BAY",2017-06-19,855000,2017-06-01
"3045","KIPS BAY",2017-06-14,1650000,2017-06-01
"3046","KIPS BAY",2016-10-13,998999.999999999,2016-10-01
"3047","KIPS BAY",2017-01-20,1375000,2017-01-01
"3048","KIPS BAY",2016-10-26,1110000,2016-10-01
"3049","KIPS BAY",2016-10-13,1465000,2016-10-01
"3050","KIPS BAY",2017-02-01,1800000,2017-02-01
"3051","KIPS BAY",2017-07-26,8e+05,2017-07-01
"3052","KIPS BAY",2017-02-02,1280000,2017-02-01
"3053","KIPS BAY",2017-07-11,1499373,2017-07-01
"3054","KIPS BAY",2017-06-21,855000,2017-06-01
"3055","KIPS BAY",2016-09-28,772564,2016-09-01
"3056","KIPS BAY",2017-01-11,825641,2017-01-01
"3057","KIPS BAY",2016-12-16,1450000,2016-12-01
"3058","KIPS BAY",2017-08-22,1575000,2017-08-01
"3059","KIPS BAY",2017-08-15,1315000,2017-08-01
"3060","KIPS BAY",2017-06-23,1130000,2017-06-01
"3061","KIPS BAY",2017-02-28,1620000,2017-02-01
"3062","KIPS BAY",2017-01-19,910000.000000001,2017-01-01
"3063","KIPS BAY",2017-05-03,1445000,2017-05-01
"3064","KIPS BAY",2017-05-24,1537500,2017-05-01
