"","NEIGHBORHOOD","SALE.DATE","SALE.PRICE","YearMonth"
"14409","BOROUGH PARK",2017-06-06,866000,2017-06-01
"14410","BOROUGH PARK",2016-11-09,790000.000000001,2016-11-01
"14411","BOROUGH PARK",2016-10-06,884999.999999999,2016-10-01
"14412","BOROUGH PARK",2016-09-16,535000,2016-09-01
"14413","BOROUGH PARK",2017-05-05,875000,2017-05-01
"14414","BOROUGH PARK",2017-02-02,610950,2017-02-01
"14415","BOROUGH PARK",2017-01-17,850000,2017-01-01
"14416","BOROUGH PARK",2017-07-11,550000,2017-07-01
"14417","BOROUGH PARK",2017-04-05,499000,2017-04-01
"14418","BOROUGH PARK",2017-06-20,507000,2017-06-01
"14419","BOROUGH PARK",2017-08-10,789143.000000001,2017-08-01
"14420","BOROUGH PARK",2017-07-06,810000,2017-07-01
"14421","BOROUGH PARK",2016-10-05,989999.999999999,2016-10-01
"14422","BOROUGH PARK",2017-02-10,661862,2017-02-01
"14423","BOROUGH PARK",2017-06-02,775000,2017-06-01
"14424","BOROUGH PARK",2016-11-23,975000,2016-11-01
"14425","BOROUGH PARK",2017-06-19,669999.999999999,2017-06-01
"14426","BOROUGH PARK",2017-04-06,989999.999999999,2017-04-01
"14427","BOROUGH PARK",2017-04-25,845000.000000001,2017-04-01
"14428","BOROUGH PARK",2017-02-21,994999.999999999,2017-02-01
"14429","BOROUGH PARK",2016-12-19,1100000,2016-12-01
"14430","BOROUGH PARK",2017-07-05,745000,2017-07-01
"14431","BOROUGH PARK",2016-12-19,750000,2016-12-01
"14432","BOROUGH PARK",2017-03-22,444150,2017-03-01
"14433","BOROUGH PARK",2017-03-22,950850.000000001,2017-03-01
"14434","BOROUGH PARK",2017-02-21,7e+05,2017-02-01
"14435","BOROUGH PARK",2017-04-05,850000,2017-04-01
"14436","BOROUGH PARK",2017-04-03,900000.000000001,2017-04-01
"14437","BOROUGH PARK",2017-02-15,900000.000000001,2017-02-01
"14438","BOROUGH PARK",2017-07-12,931697.999999999,2017-07-01
"14439","BOROUGH PARK",2017-03-23,982611,2017-03-01
"14440","BOROUGH PARK",2017-05-18,1170987,2017-05-01
"14441","BOROUGH PARK",2017-08-22,985000.000000001,2017-08-01
"14442","BOROUGH PARK",2017-06-07,994999.999999999,2017-06-01
"14443","BOROUGH PARK",2017-05-25,902000.000000001,2017-05-01
"14444","BOROUGH PARK",2017-06-07,982611,2017-06-01
"14445","BOROUGH PARK",2016-09-13,905000,2016-09-01
"14446","BOROUGH PARK",2016-10-05,640000,2016-10-01
"14447","BOROUGH PARK",2016-09-19,635388,2016-09-01
"14448","BOROUGH PARK",2016-10-27,824782.000000001,2016-10-01
"14449","BOROUGH PARK",2016-09-13,661862,2016-09-01
"14450","BOROUGH PARK",2016-10-13,610950,2016-10-01
"14451","BOROUGH PARK",2017-05-09,735000,2017-05-01
"14452","BOROUGH PARK",2017-07-06,975000,2017-07-01
"14453","BOROUGH PARK",2016-12-02,992793.000000001,2016-12-01
"14454","BOROUGH PARK",2017-01-26,975000,2017-01-01
"14455","BOROUGH PARK",2016-09-28,504999.999999999,2016-09-01
"14456","BOROUGH PARK",2016-09-12,452000,2016-09-01
"14457","BOROUGH PARK",2017-06-09,448800,2017-06-01
"14458","BOROUGH PARK",2017-02-07,645000,2017-02-01
"14459","BOROUGH PARK",2016-12-28,520000,2016-12-01
"14460","BOROUGH PARK",2016-10-19,525000,2016-10-01
"14461","BOROUGH PARK",2017-04-03,719999.999999999,2017-04-01
"14462","BOROUGH PARK",2016-12-12,630000.000000001,2016-12-01
"14463","BOROUGH PARK",2016-12-15,619999.999999999,2016-12-01
"14464","BOROUGH PARK",2017-06-29,550000,2017-06-01
"14465","BOROUGH PARK",2017-03-09,565000,2017-03-01
"14466","BOROUGH PARK",2017-06-27,520000,2017-06-01
"14467","BOROUGH PARK",2016-11-30,188000,2016-11-01
"14468","BOROUGH PARK",2017-05-16,273919,2017-05-01
"14469","BOROUGH PARK",2017-05-05,230000,2017-05-01
"14470","BOROUGH PARK",2017-03-31,575000,2017-03-01
"14471","BOROUGH PARK",2017-07-20,725000.000000001,2017-07-01
"14472","BOROUGH PARK",2017-03-28,343000,2017-03-01
"14473","BOROUGH PARK",2017-04-05,450000,2017-04-01
"14474","BOROUGH PARK",2017-07-20,335000,2017-07-01
"14475","BOROUGH PARK",2017-07-05,350000,2017-07-01
"14476","BOROUGH PARK",2016-09-15,305000,2016-09-01
"14477","BOROUGH PARK",2016-12-30,457000,2016-12-01
"14478","BOROUGH PARK",2017-03-09,475000,2017-03-01
"14479","BOROUGH PARK",2016-12-05,490000,2016-12-01
"14480","BOROUGH PARK",2016-09-22,610950,2016-09-01
"14481","BOROUGH PARK",2016-09-28,775000,2016-09-01
"14482","BOROUGH PARK",2016-09-14,565128,2016-09-01
"14483","BOROUGH PARK",2016-09-23,735000,2016-09-01
"14484","BOROUGH PARK",2016-10-07,763686.999999999,2016-10-01
"14485","BOROUGH PARK",2016-09-22,805000,2016-09-01
"14486","BOROUGH PARK",2017-03-07,585489,2017-03-01
"14487","BOROUGH PARK",2017-03-07,585000.000000001,2017-03-01
"14488","BOROUGH PARK",2017-03-22,8e+05,2017-03-01
"14489","BOROUGH PARK",2017-04-25,850000,2017-04-01
"14490","BOROUGH PARK",2017-08-21,450000,2017-08-01
"14491","BOROUGH PARK",2017-08-03,695000,2017-08-01
"14492","BOROUGH PARK",2017-04-28,959999.999999999,2017-04-01
"14493","BOROUGH PARK",2017-01-05,365000,2017-01-01
"14494","BOROUGH PARK",2017-03-30,989999.999999999,2017-03-01
"14495","BOROUGH PARK",2016-09-27,925000,2016-09-01
"14496","BOROUGH PARK",2017-05-31,520000,2017-05-01
"14497","BOROUGH PARK",2016-09-19,460000,2016-09-01
"14498","BOROUGH PARK",2017-01-27,496860,2017-01-01
"14499","BOROUGH PARK",2017-02-16,505986,2017-02-01
"14500","BOROUGH PARK",2016-12-08,707916,2016-12-01
"14501","BOROUGH PARK",2016-12-12,707683,2016-12-01
"14502","BOROUGH PARK",2017-04-04,743322.000000001,2017-04-01
"14503","BOROUGH PARK",2016-10-14,630000.000000001,2016-10-01
"14504","BOROUGH PARK",2016-09-20,445000,2016-09-01
"14505","BOROUGH PARK",2016-09-29,805000,2016-09-01
"14506","BOROUGH PARK",2017-08-02,750000,2017-08-01
"14507","BOROUGH PARK",2016-12-07,733000,2016-12-01
"14508","BOROUGH PARK",2017-06-25,425000,2017-06-01
"14509","BOROUGH PARK",2016-11-03,675000.000000001,2016-11-01
"14510","BOROUGH PARK",2016-12-01,425000,2016-12-01
"14511","BOROUGH PARK",2017-04-26,340000,2017-04-01
"14512","BOROUGH PARK",2016-12-08,490000,2016-12-01
"14513","BOROUGH PARK",2017-04-11,589999.999999999,2017-04-01
"14514","BOROUGH PARK",2017-04-05,630000.000000001,2017-04-01
"14515","BOROUGH PARK",2017-07-20,515000,2017-07-01
"14516","BOROUGH PARK",2017-01-06,365040,2017-01-01
"14517","BOROUGH PARK",2016-11-18,621257.000000001,2016-11-01
"14518","BOROUGH PARK",2016-12-14,403697,2016-12-01
"14519","BOROUGH PARK",2016-12-08,314340,2016-12-01
"14520","BOROUGH PARK",2016-12-06,388487,2016-12-01
"14521","BOROUGH PARK",2016-12-08,342732,2016-12-01
"14522","BOROUGH PARK",2017-08-24,7e+05,2017-08-01
"14523","BOROUGH PARK",2017-03-09,1315000,2017-03-01
"14524","BOROUGH PARK",2017-03-29,1338998,2017-03-01
"14525","BOROUGH PARK",2017-01-30,1500000,2017-01-01
"14526","BOROUGH PARK",2017-01-17,1300000,2017-01-01
"14527","BOROUGH PARK",2017-03-27,1425000,2017-03-01
"14528","BOROUGH PARK",2017-01-31,738230.999999999,2017-01-01
"14529","BOROUGH PARK",2017-02-09,738230.999999999,2017-02-01
"14530","BOROUGH PARK",2017-06-14,7e+05,2017-06-01
"14531","BOROUGH PARK",2017-03-21,635000,2017-03-01
"14532","BOROUGH PARK",2017-04-07,626223,2017-04-01
"14533","BOROUGH PARK",2017-02-16,610950,2017-02-01
"14534","BOROUGH PARK",2017-03-14,6e+05,2017-03-01
"14535","BOROUGH PARK",2017-06-05,850000,2017-06-01
"14536","BOROUGH PARK",2017-04-04,675000.000000001,2017-04-01
"14537","BOROUGH PARK",2016-10-13,845000.000000001,2016-10-01
"14538","BOROUGH PARK",2017-08-18,486720,2017-08-01
"14539","BOROUGH PARK",2017-07-18,471510,2017-07-01
"14540","BOROUGH PARK",2017-08-04,466440,2017-08-01
"14541","BOROUGH PARK",2016-12-12,970500.000000001,2016-12-01
"14542","BOROUGH PARK",2017-06-06,6e+05,2017-06-01
"14543","BOROUGH PARK",2017-06-05,1250000,2017-06-01
"14544","BOROUGH PARK",2016-11-29,490000,2016-11-01
"14545","BOROUGH PARK",2017-02-10,834000,2017-02-01
"14546","BOROUGH PARK",2017-03-08,610950,2017-03-01
"14547","BOROUGH PARK",2017-01-18,650000,2017-01-01
"14548","BOROUGH PARK",2017-01-30,630000.000000001,2017-01-01
"14549","BOROUGH PARK",2017-04-05,1300000,2017-04-01
"14550","BOROUGH PARK",2017-03-02,595676,2017-03-01
"14551","BOROUGH PARK",2017-01-31,672045,2017-01-01
"14552","BOROUGH PARK",2017-03-29,675000.000000001,2017-03-01
"14553","BOROUGH PARK",2017-01-20,666000.000000001,2017-01-01
"14554","BOROUGH PARK",2017-02-17,707020,2017-02-01
"14555","BOROUGH PARK",2017-01-19,650000,2017-01-01
"14556","BOROUGH PARK",2016-12-28,725000.000000001,2016-12-01
"14557","BOROUGH PARK",2017-06-09,789143.000000001,2017-06-01
"14558","BOROUGH PARK",2017-05-17,782071,2017-05-01
"14559","BOROUGH PARK",2017-05-15,636405.999999999,2017-05-01
"14560","BOROUGH PARK",2017-08-15,975000,2017-08-01
"14561","BOROUGH PARK",2017-06-07,814600,2017-06-01
"14562","BOROUGH PARK",2017-03-08,807300,2017-03-01
"14563","BOROUGH PARK",2017-02-17,738230.999999999,2017-02-01
"14564","BOROUGH PARK",2017-04-07,814600,2017-04-01
"14565","BOROUGH PARK",2017-04-04,612950,2017-04-01
"14566","BOROUGH PARK",2017-05-24,590585,2017-05-01
"14567","BOROUGH PARK",2017-03-27,997000,2017-03-01
"14568","BOROUGH PARK",2017-05-26,900000.000000001,2017-05-01
"14569","BOROUGH PARK",2017-06-05,975000,2017-06-01
"14570","BOROUGH PARK",2017-05-04,848000.000000001,2017-05-01
"14571","BOROUGH PARK",2016-11-17,405389,2016-11-01
"14572","BOROUGH PARK",2016-11-09,1458134,2016-11-01
"14573","BOROUGH PARK",2017-05-16,970000.000000001,2017-05-01
"14574","BOROUGH PARK",2017-07-12,959999.999999999,2017-07-01
"14575","BOROUGH PARK",2017-08-28,850000,2017-08-01
"14576","BOROUGH PARK",2017-01-04,570220,2017-01-01
"14577","BOROUGH PARK",2016-09-08,661862,2016-09-01
"14578","BOROUGH PARK",2016-09-26,430000,2016-09-01
"14579","BOROUGH PARK",2017-01-17,610000,2017-01-01
"14580","BOROUGH PARK",2016-12-22,1400093,2016-12-01
"14581","BOROUGH PARK",2017-01-05,1400093,2017-01-01
"14582","BOROUGH PARK",2017-02-28,1475000,2017-02-01
"14583","BOROUGH PARK",2017-03-09,295000,2017-03-01
"14584","BOROUGH PARK",2016-11-23,273780,2016-11-01
"14585","BOROUGH PARK",2017-04-12,334620,2017-04-01
"14586","BOROUGH PARK",2017-04-19,263640,2017-04-01
"14587","BOROUGH PARK",2017-04-13,339690,2017-04-01
"14588","BOROUGH PARK",2017-04-25,258570,2017-04-01
"14589","BOROUGH PARK",2017-06-05,490980,2017-06-01
"14590","BOROUGH PARK",2016-09-28,712775,2016-09-01
"14591","BOROUGH PARK",2017-08-31,993119,2017-08-01
"14592","BOROUGH PARK",2017-03-01,865512,2017-03-01
"14593","BOROUGH PARK",2017-01-26,7e+05,2017-01-01
"14594","BOROUGH PARK",2017-01-27,615000,2017-01-01
"14595","BOROUGH PARK",2017-02-22,750000,2017-02-01
"14596","BRIGHTON BEACH",2017-08-22,3e+05,2017-08-01
"14597","BRIGHTON BEACH",2016-09-09,335000,2016-09-01
"14598","BRIGHTON BEACH",2017-01-25,325000,2017-01-01
"14599","BRIGHTON BEACH",2017-04-10,504999.999999999,2017-04-01
"14600","BRIGHTON BEACH",2017-08-04,994999.999999999,2017-08-01
"14601","BRIGHTON BEACH",2016-09-07,589999.999999999,2016-09-01
"14602","BRIGHTON BEACH",2017-06-05,540000,2017-06-01
"14603","BRIGHTON BEACH",2016-10-13,629000,2016-10-01
"14604","BRIGHTON BEACH",2017-03-29,828802,2017-03-01
"14605","BRIGHTON BEACH",2016-11-09,630000.000000001,2016-11-01
"14606","BRIGHTON BEACH",2016-12-14,510000,2016-12-01
"14607","BRIGHTON BEACH",2017-05-12,619999.999999999,2017-05-01
"14608","BRIGHTON BEACH",2017-08-03,730000,2017-08-01
"14609","BRIGHTON BEACH",2017-05-10,470000,2017-05-01
"14610","BRIGHTON BEACH",2017-05-02,583500,2017-05-01
"14611","BRIGHTON BEACH",2017-06-14,837000,2017-06-01
"14612","BRIGHTON BEACH",2017-06-27,660000,2017-06-01
"14613","BRIGHTON BEACH",2016-09-30,864999.999999999,2016-09-01
"14614","BRIGHTON BEACH",2017-07-20,900000.000000001,2017-07-01
"14615","BRIGHTON BEACH",2016-12-21,790000.000000001,2016-12-01
"14616","BRIGHTON BEACH",2017-05-22,5e+05,2017-05-01
"14617","BRIGHTON BEACH",2016-12-26,380000,2016-12-01
"14618","BRIGHTON BEACH",2017-04-05,450000,2017-04-01
"14619","BRIGHTON BEACH",2016-10-19,615000,2016-10-01
"14620","BRIGHTON BEACH",2017-01-09,1100000,2017-01-01
"14621","BRIGHTON BEACH",2017-05-08,750000,2017-05-01
"14622","BRIGHTON BEACH",2016-12-07,350000,2016-12-01
"14623","BRIGHTON BEACH",2017-06-09,290000,2017-06-01
"14624","BRIGHTON BEACH",2017-04-03,1450000,2017-04-01
"14625","BRIGHTON BEACH",2017-05-24,450000,2017-05-01
"14626","BRIGHTON BEACH",2017-06-27,710000,2017-06-01
"14627","BRIGHTON BEACH",2017-06-21,630805,2017-06-01
"14628","BRIGHTON BEACH",2016-11-15,170000,2016-11-01
"14629","BRIGHTON BEACH",2017-06-05,250000,2017-06-01
"14630","BRIGHTON BEACH",2017-06-15,250000,2017-06-01
"14631","BRIGHTON BEACH",2017-06-28,189000,2017-06-01
"14632","BRIGHTON BEACH",2016-10-10,250000,2016-10-01
"14633","BRIGHTON BEACH",2017-04-04,295000,2017-04-01
"14634","BRIGHTON BEACH",2017-04-04,260000,2017-04-01
"14635","BRIGHTON BEACH",2016-09-07,214000,2016-09-01
"14636","BRIGHTON BEACH",2016-12-23,310000,2016-12-01
"14637","BRIGHTON BEACH",2017-03-07,167000,2017-03-01
"14638","BRIGHTON BEACH",2017-03-15,262000,2017-03-01
"14639","BRIGHTON BEACH",2017-07-14,242500,2017-07-01
"14640","BRIGHTON BEACH",2017-08-24,240000,2017-08-01
"14641","BRIGHTON BEACH",2016-12-06,372000,2016-12-01
"14642","BRIGHTON BEACH",2017-01-23,197519,2017-01-01
"14643","BRIGHTON BEACH",2017-01-25,200019,2017-01-01
"14644","BRIGHTON BEACH",2017-08-02,375000,2017-08-01
"14645","BRIGHTON BEACH",2016-09-07,360000,2016-09-01
"14646","BRIGHTON BEACH",2016-09-19,370000,2016-09-01
"14647","BRIGHTON BEACH",2016-09-01,165000,2016-09-01
"14648","BRIGHTON BEACH",2016-09-28,255000,2016-09-01
"14649","BRIGHTON BEACH",2016-09-20,365000,2016-09-01
"14650","BRIGHTON BEACH",2016-10-17,325000,2016-10-01
"14651","BRIGHTON BEACH",2016-11-03,385000,2016-11-01
"14652","BRIGHTON BEACH",2016-11-21,260000,2016-11-01
"14653","BRIGHTON BEACH",2016-12-01,660000,2016-12-01
"14654","BRIGHTON BEACH",2017-04-27,237000,2017-04-01
"14655","BRIGHTON BEACH",2017-04-20,256637,2017-04-01
"14656","BRIGHTON BEACH",2017-04-27,570000,2017-04-01
"14657","BRIGHTON BEACH",2017-05-30,340000,2017-05-01
"14658","BRIGHTON BEACH",2017-08-29,745000,2017-08-01
"14659","BRIGHTON BEACH",2017-07-27,287500,2017-07-01
"14660","BRIGHTON BEACH",2016-10-31,225000,2016-10-01
"14661","BRIGHTON BEACH",2016-09-14,254000,2016-09-01
"14662","BRIGHTON BEACH",2017-08-07,265000,2017-08-01
"14663","BRIGHTON BEACH",2016-11-08,210000,2016-11-01
"14664","BRIGHTON BEACH",2016-11-29,350000,2016-11-01
"14665","BRIGHTON BEACH",2016-12-08,230000,2016-12-01
"14666","BRIGHTON BEACH",2017-03-21,210000,2017-03-01
"14667","BRIGHTON BEACH",2017-04-20,235000,2017-04-01
"14668","BRIGHTON BEACH",2017-05-09,215000,2017-05-01
"14669","BRIGHTON BEACH",2017-06-22,160000,2017-06-01
"14670","BRIGHTON BEACH",2016-11-30,190000,2016-11-01
"14671","BRIGHTON BEACH",2016-11-30,375000,2016-11-01
"14672","BRIGHTON BEACH",2017-04-20,2e+05,2017-04-01
"14673","BRIGHTON BEACH",2017-06-01,240000,2017-06-01
"14674","BRIGHTON BEACH",2017-03-09,260000,2017-03-01
"14675","BRIGHTON BEACH",2017-01-24,160000,2017-01-01
"14676","BRIGHTON BEACH",2017-03-28,266000,2017-03-01
"14677","BRIGHTON BEACH",2017-03-27,210000,2017-03-01
"14678","BRIGHTON BEACH",2017-07-25,235000,2017-07-01
"14679","BRIGHTON BEACH",2016-11-17,215000,2016-11-01
"14680","BRIGHTON BEACH",2016-12-14,350000,2016-12-01
"14681","BRIGHTON BEACH",2017-06-08,199000,2017-06-01
"14682","BRIGHTON BEACH",2016-09-28,285000,2016-09-01
"14683","BRIGHTON BEACH",2016-11-10,509500,2016-11-01
"14684","BRIGHTON BEACH",2017-03-27,615000,2017-03-01
"14685","BRIGHTON BEACH",2017-03-17,340000,2017-03-01
"14686","BRIGHTON BEACH",2017-05-10,639500,2017-05-01
"14687","BRIGHTON BEACH",2017-05-24,310000,2017-05-01
"14688","BRIGHTON BEACH",2017-05-24,360000,2017-05-01
"14689","BRIGHTON BEACH",2017-06-19,490000,2017-06-01
"14690","BRIGHTON BEACH",2017-06-06,650000,2017-06-01
"14691","BRIGHTON BEACH",2017-07-21,410000,2017-07-01
"14692","BRIGHTON BEACH",2017-08-08,722000,2017-08-01
"14693","BRIGHTON BEACH",2016-09-16,5e+05,2016-09-01
"14694","BRIGHTON BEACH",2016-11-11,730000,2016-11-01
"14695","BRIGHTON BEACH",2016-11-14,385000,2016-11-01
"14696","BRIGHTON BEACH",2016-12-22,650000,2016-12-01
"14697","BRIGHTON BEACH",2017-01-13,385000,2017-01-01
"14698","BRIGHTON BEACH",2016-11-29,425000,2016-11-01
"14699","BRIGHTON BEACH",2016-11-29,265000,2016-11-01
"14700","BRIGHTON BEACH",2017-02-03,355000,2017-02-01
"14701","BRIGHTON BEACH",2017-05-19,475000,2017-05-01
"14702","BRIGHTON BEACH",2017-06-02,330000,2017-06-01
"14703","BRIGHTON BEACH",2017-05-31,425000,2017-05-01
"14704","BRIGHTON BEACH",2017-06-30,425000,2017-06-01
"14705","BRIGHTON BEACH",2017-07-28,669999.999999999,2017-07-01
"14706","BRIGHTON BEACH",2017-08-31,525000,2017-08-01
"14707","BRIGHTON BEACH",2016-09-15,550000,2016-09-01
"14708","BRIGHTON BEACH",2017-06-06,360000,2017-06-01
"14709","BRIGHTON BEACH",2017-08-24,3e+05,2017-08-01
"14710","BRIGHTON BEACH",2017-02-16,420000,2017-02-01
"14711","BRIGHTON BEACH",2017-07-05,628000.000000001,2017-07-01
"14712","BRIGHTON BEACH",2017-05-26,935000.000000001,2017-05-01
"14713","BRIGHTON BEACH",2016-10-13,470000,2016-10-01
"14714","BRIGHTON BEACH",2016-10-26,610950,2016-10-01
"14715","BRIGHTON BEACH",2017-01-23,635000,2017-01-01
"14716","BRIGHTON BEACH",2016-09-12,640000,2016-09-01
"14717","BRIGHTON BEACH",2017-02-21,6e+05,2017-02-01
"14718","BRIGHTON BEACH",2017-03-23,530000,2017-03-01
"14719","BRIGHTON BEACH",2017-04-07,625000,2017-04-01
"14720","BRIGHTON BEACH",2016-10-06,589999.999999999,2016-10-01
"14721","BRIGHTON BEACH",2017-05-01,775000,2017-05-01
"14722","BRIGHTON BEACH",2017-03-10,939999.999999999,2017-03-01
"14723","BRIGHTON BEACH",2017-01-30,650000,2017-01-01
"14724","BRIGHTON BEACH",2016-11-17,480000,2016-11-01
"14725","BRIGHTON BEACH",2017-06-05,8e+05,2017-06-01
"14726","BRIGHTON BEACH",2016-09-27,5e+05,2016-09-01
"14727","BRIGHTON BEACH",2017-08-09,610000,2017-08-01
"14728","BRIGHTON BEACH",2017-08-09,750000,2017-08-01
"14729","BRIGHTON BEACH",2017-07-20,578437.999999999,2017-07-01
"14730","BRIGHTON BEACH",2017-06-26,440000,2017-06-01
"14731","BRIGHTON BEACH",2017-07-26,650000,2017-07-01
"14732","BRIGHTON BEACH",2017-08-03,595000,2017-08-01
"14733","BRIGHTON BEACH",2017-08-16,635000,2017-08-01
"14734","BRIGHTON BEACH",2017-07-20,675000.000000001,2017-07-01
"14735","BRIGHTON BEACH",2017-07-07,710000,2017-07-01
"14736","BRIGHTON BEACH",2017-05-05,6e+05,2017-05-01
"14737","BRIGHTON BEACH",2016-10-31,1038513,2016-10-01
"14738","BRIGHTON BEACH",2017-06-08,1300000,2017-06-01
"14739","BRIGHTON BEACH",2017-01-13,911333,2017-01-01
"14740","BRIGHTON BEACH",2016-10-28,960106.999999999,2016-10-01
"14741","BRIGHTON BEACH",2016-11-03,945280.999999999,2016-11-01
"14742","BRIGHTON BEACH",2016-11-10,745960,2016-11-01
"14743","BRIGHTON BEACH",2016-10-28,741199.999999999,2016-10-01
"14744","BRIGHTON BEACH",2016-11-02,926607,2016-11-01
"14745","BRIGHTON BEACH",2016-09-29,890968.000000001,2016-09-01
"14746","BRIGHTON BEACH",2016-12-14,936269.999999999,2016-12-01
"14747","BRIGHTON BEACH",2016-12-05,763686.999999999,2016-12-01
"14748","BRIGHTON BEACH",2017-06-21,754523,2017-06-01
"14749","BRIGHTON BEACH",2016-11-17,926607,2016-11-01
"14750","BRIGHTON BEACH",2016-10-28,967336.999999999,2016-10-01
"14751","BRIGHTON BEACH",2017-06-06,539672,2017-06-01
"14752","BRIGHTON BEACH",2016-10-31,814600,2016-10-01
"14753","BRIGHTON BEACH",2016-12-20,763686.999999999,2016-12-01
"14754","BRIGHTON BEACH",2016-10-28,946972.000000001,2016-10-01
"14755","BRIGHTON BEACH",2016-10-20,1092625,2016-10-01
"14756","BRIGHTON BEACH",2016-11-15,768778.000000001,2016-11-01
"14757","BRIGHTON BEACH",2016-12-05,778211,2016-12-01
"14758","BRIGHTON BEACH",2016-11-29,957968.999999999,2016-11-01
"14759","BRIGHTON BEACH",2016-11-18,992793.000000001,2016-11-01
"14760","BRIGHTON BEACH",2016-11-22,829873.000000001,2016-11-01
"14761","BRIGHTON BEACH",2016-10-26,763686.999999999,2016-10-01
"14762","BRIGHTON BEACH",2016-11-04,973823.999999999,2016-11-01
"14763","BRIGHTON BEACH",2016-11-02,1078000,2016-11-01
"14764","BRIGHTON BEACH",2017-04-13,560037,2017-04-01
"14765","BRIGHTON BEACH",2016-11-16,791638,2016-11-01
"14766","BRIGHTON BEACH",2017-01-12,549855,2017-01-01
"14767","BRIGHTON BEACH",2016-11-17,971410,2016-11-01
"14768","BRIGHTON BEACH",2016-11-01,1410276,2016-11-01
"14769","BRIGHTON BEACH",2016-11-29,998495.000000001,2016-11-01
"14770","BRIGHTON BEACH",2017-01-12,1527375,2017-01-01
"14771","BRIGHTON BEACH",2017-02-03,730000,2017-02-01
"14772","BRIGHTON BEACH",2016-10-28,4e+05,2016-10-01
"14773","BRIGHTON BEACH",2016-11-17,1042688,2016-11-01
"14774","BRIGHTON BEACH",2017-04-14,845000.000000001,2017-04-01
"14775","BRIGHTON BEACH",2017-04-04,1280000,2017-04-01
"14776","BRIGHTON BEACH",2017-02-23,675000.000000001,2017-02-01
"14777","BRIGHTON BEACH",2016-09-22,346999,2016-09-01
"14778","BRIGHTON BEACH",2016-11-08,636405.999999999,2016-11-01
"14779","BRIGHTON BEACH",2017-01-24,772000,2017-01-01
"14780","BRIGHTON BEACH",2017-05-26,810000,2017-05-01
"14781","BRIGHTON BEACH",2017-02-14,555000,2017-02-01
"14782","BRIGHTON BEACH",2017-03-17,7e+05,2017-03-01
"14783","BRIGHTON BEACH",2017-05-18,1250000,2017-05-01
"14784","BRIGHTON BEACH",2017-06-07,669999.999999999,2017-06-01
"14785","BRIGHTON BEACH",2016-11-09,939999.999999999,2016-11-01
"14786","BRIGHTON BEACH",2017-02-16,7e+05,2017-02-01
"14787","BRIGHTON BEACH",2017-04-28,1450000,2017-04-01
"14788","BRIGHTON BEACH",2017-07-18,859999.999999999,2017-07-01
"14789","BRIGHTON BEACH",2017-02-10,1430000,2017-02-01
"14790","BRIGHTON BEACH",2016-11-03,1325000,2016-11-01
"14791","BRIGHTON BEACH",2016-11-01,740000,2016-11-01
"14792","BRIGHTON BEACH",2017-06-12,1250000,2017-06-01
"14793","BRIGHTON BEACH",2017-06-09,1120000,2017-06-01
"14794","BRIGHTON BEACH",2017-03-29,970000.000000001,2017-03-01
"14795","BRIGHTON BEACH",2017-01-18,980000.000000001,2017-01-01
"14796","BRIGHTON BEACH",2016-10-20,1170000,2016-10-01
"14797","BRIGHTON BEACH",2016-09-01,8e+05,2016-09-01
"14798","BRIGHTON BEACH",2017-04-11,1320000,2017-04-01
"14799","BRIGHTON BEACH",2016-12-09,875000,2016-12-01
"14800","BRIGHTON BEACH",2017-04-10,939999.999999999,2017-04-01
"14801","BRIGHTON BEACH",2017-08-10,1650000,2017-08-01
"14802","BRIGHTON BEACH",2016-12-06,840056.000000001,2016-12-01
"14803","BRIGHTON BEACH",2017-05-25,456300,2017-05-01
"14804","BRIGHTON BEACH",2017-03-22,570220,2017-03-01
"14805","BRIGHTON BEACH",2017-04-04,605858,2017-04-01
"14806","BRIGHTON BEACH",2017-03-23,610950,2017-03-01
"14807","BRIGHTON BEACH",2016-11-14,467000,2016-11-01
"14808","BRIGHTON BEACH",2016-11-11,335000,2016-11-01
"14809","BRIGHTON BEACH",2016-10-11,365000,2016-10-01
"14810","BRIGHTON BEACH",2016-09-19,499900,2016-09-01
"14811","BRIGHTON BEACH",2016-12-19,265000,2016-12-01
"14812","BRIGHTON BEACH",2016-10-14,460000,2016-10-01
"14813","BRIGHTON BEACH",2016-11-04,3e+05,2016-11-01
"14814","BRIGHTON BEACH",2017-05-17,405000,2017-05-01
"14815","BROOKLYN HEIGHTS",2017-07-12,1870000,2017-07-01
"14816","BROOKLYN HEIGHTS",2017-01-04,785000,2017-01-01
"14817","BROOKLYN HEIGHTS",2017-01-03,1355000,2017-01-01
"14818","BROOKLYN HEIGHTS",2017-06-29,1375000,2017-06-01
"14819","BROOKLYN HEIGHTS",2017-01-19,550000,2017-01-01
"14820","BROOKLYN HEIGHTS",2016-10-20,650000,2016-10-01
"14821","BROOKLYN HEIGHTS",2016-09-12,290000,2016-09-01
"14822","BROOKLYN HEIGHTS",2017-08-09,585000.000000001,2017-08-01
"14823","BROOKLYN HEIGHTS",2016-12-01,1450000,2016-12-01
"14824","BROOKLYN HEIGHTS",2016-11-14,330000,2016-11-01
"14825","BROOKLYN HEIGHTS",2017-04-20,1495000,2017-04-01
"14826","BROOKLYN HEIGHTS",2017-06-01,1065000,2017-06-01
"14827","BROOKLYN HEIGHTS",2016-11-10,925000,2016-11-01
